Subject,Question,Answer
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Quais são as competências de cada parte do estágio?,"Competências no estágio supervisionado
Os procedimentos explicitados abaixo devem ser observados como orientações importantes para que se estabeleça entre os atores envolvidos uma relação de confiança mútua e respeito.
Ressalta-se que, prioritariamente, o Estágio deverá ocorrer nas escolas públicas, em salas de aulas, focando toda atenção a docência, buscando atender aos diferentes interesses dos nossos discentes, que poderão se voltar também para a educação não- formal, (educação essa que vem cumprindo papel importante na minimização das desigualdades sociais de nosso país), sem perder de vista a escola pública como principal espaço de formação do licenciado.
 
Ao estagiário compete:
 
a) Observar a estrutura, funcionamento, recursos e clientela da escola na qual realiza o estágio; b) Observar a atuação didático-pedagógica do professor regente da classe em que está estagiando;
c) Participar das aulas, atuando em atividades de ensino sugeridas e/ou autorizadas pelo professor regente de classe;
d) Executar regência de classe, ministrando aulas na classe em que está estagiando;
e) Desenvolver atividades extra-classe, que correspondem ao planejamento e programação do estágio, de acordo com a orientação do professor supervisor; f) Participar em atividades de gestão;
g) Presentar relatório final ao professor orientador, em data marcada pela coordenação de estágio, contemplando no mínimo: referencial teórico; bibliografia consultada; estratégias; descrição e avaliação das atividades específicas do estágio; observações gerais; cópias dos planos, unidades de aulas, dos exercícios propostos e modelos dos materiais utilizados; o acadêmico, ao invés de apresentar relatório, pode optar pela elaboração de um trabalho de pesquisa, com base nas suas experiências de estágio e participação nas atividades de ensino.
 
Ao professor orientador (UnB) compete
 
a) Orientar o estagiário em relação à carga horária, ao contexto de atuação e à documentação do estágio;
b) Orientar o estagiário em relação a elaboração das atividades a serem desenvolvidas no campo do estágio; c) Monitorar o andamento do estágio; d) Acompanhar os licenciandos em suas atividades em campo; e) Manter comunicação com o professor supervisor da escola responsável direto pelo estagiário;
f) Propor atividades de estudo que permitam ao estagiário a reflexão crítica da relação teoria prática da atividade docente;
g) Propor atividades de estudo que ocasionem ao estagiário conhecer os problemas da educação e sua superação.
h) Promover reflexões acerca da prática profissional relacionada às atividades do Estagiário;
i) Proceder ao encaminhamento formal de Estudantes ao local de Estágio, orientando sobre os mecanismos, as etapas e as atividades correspondentes;
j) Orientar o(a) Estagiário(a) na formulação do Plano de Atividades e documentos correlatos.
 
Ao professor supervisor da escola compete
 
a) Receber o estagiário e proporcionar condições de observação, regência e acesso à informação sobre a escola;
b) Avaliar o desempenho do estagiário em relação a aspectos como responsabilidade, relação com os alunos, relação com os profissionais da escola, desempenho nas atividades propostas;
c) Acompanhar presencialmente as atividades de regência dos estagiários;
d) Elaborar, em conjunto com o(a) Estagiário(a) e o(a) Professor(a) Orientador(a), o Plano de Atividades do Estágio;
e) Cumprir e fazer cumprir o Plano de Atividades e a sua programação; f) Inserir o(a) Estagiário(a) na instituição concedente, orientando-o(a) quanto às normas do local, além de acompanhar e avaliar o desempenho em suas atividades no serviço; g) Acompanhar a frequência do(a)Estagiário(a) nas atividades;
h) Preencher e encaminhar os formulários de avaliação de desempenho do(a) Estagiário(a);
 
2. Informações sobre a documentação do estágio"
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,O que é o Termo de Compromisso (TCE) e qual sua importância?,"É um contrato de estágio celebrado entre o discente ou seu representante legal, a parte concedente do estágio e UnB. Segundo o Art 11º da Lei de estágio, Estágios não pressupõem vínculo empregatício de qualquer natureza, porém, é compulsória a celebração do TCE entre o Estudante (ou seu representante ou assistente legal), a Instituição Concedente e a Instituição de Ensino, prevendo as condições de realização do Estágio."
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Como preencher as informações do período de estágio no TCE?,"O período de estágio deve ser preenchido respeitando como data de início uma semana após o início das aulas letivas do Calendário da SEEDF e data final NO MÁXIMO o último dia letivo do semestre da UnB.
Importante: Organize-se para colher TODAS as assinaturas antes de iniciar as atividades de estágio na escola."
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Como preencher informações sobre o intervalo no termo de estágio?,Não é necessário especificar o tempo do intervalo no TCE.
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Quem assina o TCE para o estágio na SEEDF?,• Estudante; • Professor/Coordenador/Orientador de Estágio na IES; • Concedente (CRE);
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,O que fazer se a Regional de Ensino da SEEDF (CRE) demorar para assinar o TCE?,Entrar em contato com o responsável na CRE e verificar o motivo da demora.
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Como conseguir os contatos dos coordenadores das CREs?,Os contatos dos coordenadores das CREs são disponibilizados semestralmente pela equipe da DAPLI ou por solicitação no e- mail: cildeg@ unb.br
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,"No caso de estágio em escolas que não pertençam à SEEDF, qual modelo de Termo de Compromisso (TCE) usar?","Segundo consta no §3º do Art. 11º da Resolução de Estágio da UnB, o Termo de Compromisso deverá seguir preferencialmente o padrão estabelecido pelo DEG (consultar a página do Decanato de Ensino de Graduação http:// deg.unb.br).
A assinatura do TCE será realizada pelo Estagiário(a); pelo(a) Professor(a) da UnB; pelo professor supervisor da escola e pela Concedente."
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Como disponibilizar assinatura externa?,"Para uma explicação mais detalhada sobre a disponibilização de assinaturas externas, acesse: https://youtu.be/ysU45BaHt_Y"
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,É possível iniciar os estágios sem todas as assinaturas no Termo de Compromisso?,"O estágio NÃO poderá ser realizado antes de se obter todas as assinaturas no processo TCE.De acordo com a Resolução Cepe, não será admitida a assinatura retroativa de TCEs."
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,No caso de estágio em escolas particulares ou outras redes SEEDF a documentação muda?,"A documentação para todos os demais estágios é a padrão da UnB e está disponível em: http://deg.unb.br/regras-de-estagio
O estágio NÃO poderá ser realizado antes de se obter todas as assinaturas no processo e, de acordo com a Resolução Cepe, não será admitida a assinatura retroativa de TCEs.
Em casos de projetos especiais para Estágios, tais como projetos de extensão, o próprio professor da UnB pode ser o professor supervisor e professor orientador de estágio? Sim. Em casos especiais, o próprio professor da UnB pode ser o professor supervisor e professor orientador de estágio desde que o professor insira seu nome nesses dois campos presentes no TCE."
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,E sobre a carga horária constante no Termo de compromisso?,"É importante que estejam no Plano de Atividades apenas as horas destinadas às atividades presenciais na escola. Momentos de preparação pedagógica para o estágio não devem ser inseridos. Exemplo: O Estágio Supervisionado no Ensino Médio do Curso X possui carga horária de 150h/a, organizadas da seguinte forma:
Orientação – 30h; Planejamento – 3h; Observação – 5h; Regência – 40h; Elaboração de relatório e preparação para a mostra – 30h; Socialização (roda de conversa e pôster) – 10h; Mostra de estágios – 5h No TCE, só deve ser inserida a carga horária de observação (5h) e regência (40h), já que são essas as atividades que serão realizadas na escola."
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Quais os procedimentos legais para finalização do estágio obrigatório?,"Conforme previsto na Resolução nº 104/ 2021 do CEPE em seu artigo 3º, ao final do Estágio o Estudante deverá obrigatoriamente entregar a declaração ou certificado de conclusão de estágio e o relatório de atividade do estágio, esses documentos devem conter três assinaturas: Estudante estagiário, Professor(a) Orientador(a) da UnB e Supervisor(a) da Escola. (Ver Modelo no Anexo 1)"
Estágio Supervisionado das Licenciaturas - Perguntas Frequentes,Quem deve manter os documentos de finalização do estágio?,"Os documentos de finalização do estágio devem ser mantidos pelos professores responsáveis pelos estágios na UnB, como comprovação da realização do estágio.Estes documentos podem ser anexados ao Processo SEI de cada estudante estagiário Todos os registros dos TCEs assinados e os relatórios finais deverão ser arquivados pela Coordenação do Curso de Graduação.
 
4. Entre as ações desenvolvidas pela DAPLI/CIL e membros da Comissão de Estágio para orientar professores e estudantes na realização do estágio, estão as seguintes:
a) Manutenção da Comissão Central de Estágio das Licenciaturas (CCEL): Comissão que se reúne mensalmente e planeja diversas ações para garantir a qualidade nas ações de Estágio no âmbito das Licenciaturas da UnB. É uma reunião aberta a todos os professores e técnicos que lidam com o Estágio das Licenciaturas.
b) Elaboração de Orientações Pedagógicas: Documentação elaborada por professores da CCEL para orientar a realização dos estágios supervisionados.
c) Repositório on-line de informações na página: http://deg.unb.br/ licenciaturas.
e) Convênio de Estágios em escolas em escolas públicas e privadas fora do Distrito Federal:
Não é necessário firmar convênio quando o Estágio for obrigatório, sem contraprestação de bolsa, independente de serem públicas ou privadas, no DF ou fora.Somente é necessário o convênio quando o estágio for obrigatório com contraprestação de bolsa ou Estágio não obrigatório.
 
5. Para os professores da UnB:
Mantenha o diálogo com o representante da sua unidade na Comissão de Estágio da DAPLI;Busque conhecer os professores da educação básica que estão dispostos a receber estagiários;Procure ir ao campo de estágio pelo menos duas vezes durante o semestre;Envie mensagem de apresentação para todos os professores que receberão seus estagiários (sugestão de carta Anexo 2); Planeje as atividades juntamente com os professores supervisores da escola;Dialogue com os professores sobre os objetivos do estágio supervisionado e critérios de avaliação;Auxilie seus colegas de unidade nas orientações de estágio, principalmente se esse professor for novo na disciplina.
 
Atenção: Os/as estudantes poderão iniciar os estágios a partir do 1º dia letivo do semestre.
 
Em caso de dúvidas, entre em contato por e-mail à Este endereço de email está sendo protegido de spambots. Você precisa do JavaScript ativado para vê-lo.."
Matrícula - Perguntas Frequentes,"Sou calouro, preciso fazer a matrícula no SIGAA?","A matrícula nas disciplinas dos calouros é realizada automaticamente pela SAA, ou seja, não é necessário que o calouro monte sua grade horária no primeiro semestre do curso, pois ele começará o primeiro semestre automaticamente matriculado em todas as disciplinas da grade do primeiro semestre do seu curso.
 
Então, durante todo o período de solicitação de matrícula pelos estudantes o calouro não precisará se preocupar com sua matrícula em disciplinas, pois após o registro haverá a matrícula automática e o calouro poderá conferir, no SIGAA, a sua grade com matrículas nas disciplinas do primeiro semestre efetivadas."
Matrícula - Perguntas Frequentes,Onde confiro o calendário para o semestre de 2021.2?,"A Secretaria de Administração Acadêmica (SAA) é a responsável pelos Calendário de Matrícula em Disciplina e Calendário por Atividades. Vale a pena sempre conferir as datas pela página dos calendários de Graduação no site da SAA, pois eles sempre estarão atualizados (inclusive com a indicação da última atualização). Ou seja, o seguro, é sempre conferir as datas por lá."
Matrícula - Perguntas Frequentes,Onde eu acho os códigos das disciplinas? Onde eu posso achar a oferta?,"No Portal Público do SIGAA é possível pesquisar as disciplinas, por meio da opção Componentes Curriculares, selecionando a unidade responsável pela oferta. Desse modo, você pode consultar a lista de oferta antes do período de matrícula, o que ajuda no planejamento da matrícula. Na aba Estudante é possível acessar a tabela de correspondência entre os códigos de disciplinas utilizados no SIGRA e os códigos do SIGAA."
Matrícula - Perguntas Frequentes,Como eu consigo ver as reservas específicas de cada disciplina?,"Durante o período de matrícula, por meio do Portal do estudante no SIGAA, é possível acessar cada turma dos componentes curriculares e verificar a reserva de vagas daquela turma, bem como outros detalhes, como se sua matrícula é permitida naquele componente, se há reserva de vagas para matrizes curriculares específicas além de outros detalhes."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,O que é Mobilidade Acadêmica?,Trata-se de um convênio firmado entre as diversas Instituições Federais de Ensino Superior (IFES) que permite a mobilidade de estudantes de graduação entre as conveniadas.
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Onde encontro a lista de IFES conveniadas?,"Somente estão conveniadas, no momento, as instituições federais de ensino superior. A lista completa e atualizada pode ser encontrada nos sites do DEG e Andifes."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Quem pode participar?,"Podem participar da mobilidade acadêmica nacional os estudantes com matrícula ativa e regular em cursos de graduação das instituições conveniadas, que atendam aos requisitos descritos no item 8 deste Pergunta Frequentes."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Posso perder minha vaga na UnB ao participar da mobilidade?,"Não. O(A) estudante não perde a vaga, pois ele(a) terá a sua matrícula trancada na UnB ou nas demais instituições. Ao retornar do programa de mobilidade, a matrícula será reativada."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Posso me candidatar a qualquer tempo?,"Não. Existe um calendário nacional Andifes que orienta todo o processo, mas as IFES têm autonomia para indicar outros prazos. Consulte sempre o calendário acadêmico da instituição onde você deseja cursar."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Qual o período de inscrição na mobilidade acadêmica na UnB?,"De acordo com o calendário nacional Andifes, as instituições conveniadas definem o período de inscrição em seu calendário, a cada semestre. Para saber os prazos da UnB, busque essa informação na página do DEG: DEG / DAIA Mobilidade Acadêmica nacional"
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,"O que poderei fazer, se o período de inscrição na mobilidade acadêmica na instituição que pretendo ir for diferente do período da UnB?","Para que o pedido de mobilidade tramite é necessário que tanto a instituição de origem quanto a receptora estejam com prazos de inscrição abertos. Por essa razão, orientamos que o(a) candidato(a) busque essa informação no site da instituição de destino/receptora ou em contato direto com ela. Em caso de divergência de períodos, a solicitação não será analisada."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Quais os requisitos para participar da mobilidade?,"Os requisitos para solicitar a mobilidade acadêmica pelo Convênio Andifes são: a) estar matriculado em curso de graduação em instituição conveniada; b) ter concluído, no ato da solicitação, pelo menos vinte por cento da carga horária de integralização do curso; c) ter no máximo duas reprovações acumuladas nos dois períodos letivos que antecedem o pedido de mobilidade; d) não estar, no ato da solicitação, usufruindo de nenhuma modalidade de trancamento de matrícula."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Onde inicio o processo de mobilidade?,"A solicitação de mobilidade acadêmica sempre ocorre pelo estudante com a coordenação de seu curso de origem, que o orientará acerca, principalmente, sobre a equivalência das disciplinas pleiteadas. Se for estudante de Outras IFES o processo com a documentação, assinado pelo(a) estudante e coordenação de curso ou equivalente, deverá ser encaminhado pelo e-mail Este endereço de email está sendo protegido de spambots. Você precisa do JavaScript ativado para vê-lo. . Se for estudante da UnB, o processo com a documentação, assinado pelo(a) estudante e coordenação de curso, deverá ser encaminhado para SEI, ambiente DEG/DAIA/MOBI."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Quais documentos devo apresentar para solicitar a mobilidade?,"Além dos documentos solicitados pela Instituição de destino, o estudante deverá anexar ao processo a) cópia RG e CPF; b) declaração que o aluno está regularmente matriculado em disciplinas; c) cópia do histórico escolar de graduação; d) requerimento de participação no programa de mobilidade, disponível no link: http://deg.unb.br/mobilidade. No requerimento deverá constar o(s) semestre(s) letivo(s) e as disciplinas a serem cursadas."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Onde posso encontrar as disciplinas ofertadas pela instituição de destino?,"Orientamos que busque essa informação no site da instituição de destino ou em contato direto com ela. É importante que, ao escolher a disciplina, seja observada a possibilidade de equivalência para posterior solicitação de aproveitamento de estudos. Na UnB a lista de oferta de disciplinas está disponível no SIGAA – Acesso Público: https://sigaa.unb.br/sigaa/public/turmas/listar.jsf?aba=p-ensino"
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,É possível ter o processo indeferido pela instituição de destino?,Sim. Cabe à instituição receptora analisar a documentação do estudante e de deferir ou indeferir o processo de mobilidade.
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Posso escolher quantas disciplinas quiser estudar no semestre?,"A quantidade mínima e máxima de créditos em outras IFES fica a critério da análise da IFES receptora. Na UnB a Resolução CEG n° 001/2017, da UnB, institui que o(a) estudante curse o mínimo de 3 (três) disciplinas por semestre letivo."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Quantos semestres posso estudar em outra instituição?,"A Mobilidade Acadêmica nacional pode ser feita por um período de 2 (dois) semestres letivos, prorrogáveis, em caráter excepcional, por mais 1 (um) semestre."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Há algum auxílio financeiro para eu me mantenha em outro estado durante o período da Mobilidade?,"Não há nenhum suporte financeiro para estudantes de mobilidade nacional, por parte da UnB. Orientamos que busque saber se existe algum apoio dessa natureza na instituição de destino almejada."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,"Após receber minha carta de aceite da instituição de destino, o que devo fazer?","Você deve seguir as instruções da instituição receptora e seu calendário acadêmico. Em geral, as cartas de aceite orientam o estudante, fornecendo dados de contato e períodos de matrícula."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,"Posso manter o auxílio benefício (bolsa) que tenho na UnB, enquanto estudo em outra Universidade?","Não. Ao ser aprovado para a mobilidade o estudante tem sua matrícula trancada pelo período deferido, perdendo direito a qualquer auxílio que receba da UnB."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,"Ao terminar a mobilidade, qual documento devo solicitar na IFES que me recebeu?",O estudante deve solicitar na instituição receptora um histórico escolar relativo ao período estudado.
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Como regularizo minha situação na UnB ao retornar?,"O estudante, com o histórico emitido pela IFES receptora, deve solicitar aproveitamento de estudos à Secretaria de Administração Acadêmica: https://saa.unb.br/images/documentos/graduacao/peticionamento/Manual_Aproveitamento_de_Estudos_17_08_21.pdf"
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,"Caso eu desista de participar do programa de mobilidade, o que devo fazer? Serei prejudicado?","O estudante que desistir da participação no programa de mobilidade deve enviar um e-mail para Este endereço de email está sendo protegido de spambots. Você precisa do JavaScript ativado para vê-lo. informando a desistência. O estudante não será penalizado, e nem prejudicado, no entanto, orientamos que a desistência seja comunicada antes do início do semestre letivo."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,"Em que site, telefones ou e-mails eu posso obter mais informações?",O contato conosco pode ser feito pelo e-mail mobilidadedaia@unb.br . Outras informações estão no site: http://deg.unb.br/mobilidade
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,Existe programa de mobilidade internacional?,"Sim. Para maiores informações, acesse: http://int.unb.br/br/ Contato: telefone - (61) 3107- 0265; e-mail - intweb@unb.br."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,O Programa Promover/Andifes de mobilidade ainda existe?,"Não. O Programa de Mobilidade Virtual em Rede (Promover)/Andifes foi ofertado durante a pandemia do Covid-19 e tinha uma proposta diferente da mobilidade acadêmica nacional convencional, em especial, porque era no formato virtual."
Mobilidade Acadêmica Nacional (Convênio ANDIFES) - Perguntas Frequentes,"Após participar da Mobilidade Acadêmica, como posso solicitar aproveitamento de estudos?","Para solicitar esse aproveitamento, as etapas são:
Leia o Manual de Aproveitamento de Estudos disponível em https://saa.unb.br/images/documentos/graduacao/peticionamento/Manual_Aproveitamento_de_Estudos_17_08_21.pdf Solicite documento da instituição onde cursou a(s) disciplina(s) que comprove sua aprovação.
Com o histórico emitido pela IFES receptora, o(a) interessado(a) abre um peticionamento, no Sistema Eletrônico de Informação (SEI) da UnB, como orientado no Manual, anexa o(s) comprovantes de aprovação na(s) disciplina(s); No item 5 do formulário, no campo 'curso de origem' deve ser inserida a informação ""Edital 01/2021 - Promover Andifes"" ou .
A coordenação de curso emitirá um parecer conclusivo sobre quais componentes curriculares deverão ser aproveitados, se for o caso."
Monitoria - Perguntas Frequentes,O que é a monitoria de graduação?,"O programa de monitoria tem como objetivo promover a melhoria do ensino de graduação, através do estabelecimento de práticas e experiências pedagógicas que visem fortalecer a articulação entre teoria e prática, e a integração curricular em seus diferentes aspectos."
Monitoria - Perguntas Frequentes,Quem pode atuar como monitor?,Alunos regularmente matriculados nos cursos de graduação da Universidade de Brasília.
Monitoria - Perguntas Frequentes,Quais são os critérios para se candidatar à monitoria?,"1°- Ser aluno regularmente matriculado em curso de graduação da Universidade;
2°- Ter obtido aprovação na disciplina que pleiteia a monitoria, demonstrando domínio da mesma;
3°- Ter aprovação nos critérios adotados pelos professores responsáveis pela disciplina alvo da monitoria para a seleção dos interessados
4º- Ter disponibilidade de tempo para atender às atividades programadas;"
Monitoria - Perguntas Frequentes,Quero ser monitor. Onde e como posso realizar a minha inscrição?,"O processo seletivo de monitores é de responsabilidade de cada professor responsável pela disciplina alvo da monitoria. Os interessados devem procurar os professores, seja ao final do semestre ou no período de matrícula, a fim de se informar sobre quando e como ocorrerá a seleção de monitores."
Monitoria - Perguntas Frequentes,Como a atividade de Monitoria é registrada no Histórico Escolar?,"A atividade de Monitoria será registrada no SIGAA como componente curricular eletivo (módulo livre), com carga horária de 30 h."
Monitoria - Perguntas Frequentes,Posso ser monitor em mais de uma disciplina no mesmo semestre?,É vedado pelo que dispõe o art. 21 da Resolução CEPE 8/1990. Esta é a resolução vigente de Monitoria na UnB.
Monitoria - Perguntas Frequentes,Posso ser monitor mais de uma vez em uma mesma disciplina?,"Sim. Será possível cursar a atividade de monitoria por até 5 vezes em uma mesma disciplina. No entanto, vale ressaltar que por ser uma atividade eletiva, há um máximo de horas que serão computadas no histórico escolar, não sendo possível ultrapassar 360 horas de atividades eletivas em qualquer curso de graduação."
Monitoria - Perguntas Frequentes,Preciso de uma declaração de que fui monitor. Onde devo solicitar?,"Por ser um componente curricular com a denominação “Monitoria em...”, o próprio histórico Escolar servirá como comprovante da atividade de monitoria."
Monitoria - Perguntas Frequentes,Para quem devo informar a desistência da monitoria para a qual fui selecionado(a)?,"A desistência deve ser comunicada ao professor responsável pela disciplina alvo, para que seu nome seja enviado à Coordenação/Secretaria de Graduação, para a exclusão de sua matrícula na atividade de monitoria dentro do SIGAA."
Reintegração - Perguntas Frequentes,Até quando posso pedir reintegração?,Pode ser solicitada a qualquer tempo.
Reintegração - Perguntas Frequentes,Como fazer o pedido de reintegração?,"Faça sua solicitação de reintegração por meio de peticionamento eletrônico, seguindo as instruções do manual (link do manual), que explica o passo a passo para a solicitação de reintegração."
Reintegração - Perguntas Frequentes,"Meu processo foi indeferido, o que faço?",O manual (link do manual) também traz as explicações de como interpor um recurso.
Reintegração - Perguntas Frequentes,O que faz com que um aluno seja desligado?,"- Não cumprir quatro disciplinas do curso, com aproveitamento, em dois semestres consecutivos;- Exceder o limite do tempo de permanência (jubilamento);- Abandono (não ter registrado matrícula ou não ter obtido qualquer rendimento (menção SR) durante dois semestres consecutivos);- Reprovar 3 vezes a mesma disciplina obrigatória."
Módulo de Estágios no SIGAA - Perguntas Frequentes,"Tentei cadastrar uma empresa, e não encontrei no SIGAA, como proceder?","Neste caso há duas possibilidades:
a) É necessário verificar se essa empresa tem parceria com um agente de integração, conveniado à UnB, como por exemplo: CIEE, Agiel, Super Estágios, Universidade Patativa do Assaré, entre outras. Neste caso, a empresa que você deve informar no primeiro campo do pré cadastro é do agente integrador, conveniado à UnB.
b) Se a empresa não possuir agente de integração conveniado à UnB, ela precisará celebrar convênio com a UnB, se o estágio for na modalidade não obrigatório. Para isso, a empresa deve contactar o setor de convênios, através do e-mail: Este endereço de email está sendo protegido de spambots. Você precisa do JavaScript ativado para vê-lo.."
Módulo de Estágios no SIGAA - Perguntas Frequentes,Quando tento fazer o pré cadastro e não consigo preencher município e UF o que fazer?,Este caso deve ser reportado para a STI informando o CNPJ e nome da empresa completo para a correção no sistema.
Módulo de Estágios no SIGAA - Perguntas Frequentes,Cadastro do nome do supervisor está errado o que fazer?,Coordenação do Curso ou Secretaria de Curso poderá corrigir: clicar em ações - ALTERAR ESTÁGIO - CADASTRAR SUPERVISOR - ver o nome do supervisor e clicar na pastinha amarela ao final do nome e corrigir os dados - clicar em ALTERAR SUPERVISOR - VOLTAR e ir até o final da confirmação para alterar as informações.
Módulo de Estágios no SIGAA - Perguntas Frequentes,Percebi que o pdf inserido está errado o que fazer?,A Coordenação do Curso ou Secretaria de Curso poderá alterar inserir o pdf correto: clicar em ações - ALTERAR ESTÁGIO - no local de inserir o pdf clicar em ESCOLHER ARQUIVO - selecionar o arquivo correto e ir até o final da confirmação do processo para alterar as informações.
Módulo de Estágios no SIGAA - Perguntas Frequentes,"Preciso Aditar um Termo de Compromisso que não é alteração de período e sim mudança de supervisor, ou alteração da Bolsa de Estágio, ou alteração da apólice de seguro o que fazer?","Clicar em ADITAR ESTÁGIO, selecionar o(a) discente pela matrícula realizar o procedimento de aditamento conforme as informações contidas no manual. Colocar a data final contida no Termo Aditivo. Vai aparecer a MENSAGEM PADRÃO DO SISTEMA (não pode apagar esta mensagem). Clicar no botão ENTER e logo abaixo da mensagem padrão vai escrever o motivo do aditamento: MUDANÇA DE SUPERVISOR PARA: XXXX e/ou ALTERAÇÃO DE BOLSA PARA: XXXX e/ou MUDANÇA DA APÓLICE DE SEGURO PARA: XXXX."
Módulo de Estágios no SIGAA - Perguntas Frequentes,Cadastrei o nome do PROFESSOR ORIENTADOR errado o que fazer?,A Coordenação do Curso ou Secretaria de Curso poderá corrigir: clicar em ações - ALTERAR ESTÁGIO - Digitar o nome do Professor Orientador correto - selecionar - ir até o final da confirmação do processo para alterar as informações.
Módulo de Estágios no SIGAA - Perguntas Frequentes,"Não encontrei o professor orientador ou o supervisor cadastrado, o que fazer?",Reportar à secretaria de seu curso ou o coordenador do seu curso para que entrem em contato com a STI para solucionar o problema.
Retirada de Disciplinas - Perguntas Frequentes,O que é retirada de disciplinas?,"A retirada de disciplinas é uma ferramenta disponível, normalmente, durante o período de matrícula e que permite ao estudante retirar a disciplina do seu currículo, ou seja, após realizado o processo, a disciplina deixa de aparecer no histórico do estudante. Assim, esse é um recurso adequado para o período de matrícula, em que são esperadas alterações nas grades dos estudantes."
Retirada de Disciplinas - Perguntas Frequentes,Qual a diferença de retirada de disciplinas para trancamento de disciplinas?,"Em um contexto normal, após a finalização do período de matrículas, o estudante, caso deseje deixar de cursar uma disciplina, precisa trancá-la e pode fazê-lo até 50% do semestre. Nesse processo, o estudante passa a não estar mais matriculado, mas o trancamento fica registrado no histórico escolar, diferente do que acontece na retirada, em que a disciplina retirada não consta mais no histórico."
Retirada de Disciplinas - Perguntas Frequentes,O que mudou no processo de retirada de disciplinas durante o ensino remoto?,"Durante a vigência do ensino remoto, em função da pandemia da Covid-19, o recurso de retirada tem sido flexibilizado pelas resoluções do CEPE, que a cada início de semestre tem se reunido para decidir sobre o planejamento e a execução de atividades de ensino‒aprendizagem e de extensão durante a pandemia. Desse modo, a retirada tem sido permitida até o último dia do semestre. Assim, também, tem sido definido que enquanto as atividades de graduação permanecerem de forma não presencial, não haverá trancamento de disciplinas, uma vez que elas poderão ser retiradas até o último dia de aula, sendo esse o recurso mais benéfico aos estudantes."
Retirada de Disciplinas - Perguntas Frequentes,A retirada pode prejudicar em algum momento da vida universitária?,"Em termos técnicos, não. Nem a retirada, nem o trancamento de disciplina causam impacto no IRA do estudante. A diferença entre os dois recursos, como dito anteriormente, é que, durante o ensino regular (antes da Pandemia de Covid-19) a disciplina trancada fica registrada no histórico do estudante com o status de trancada. Já a retirada de disciplina não deixa nenhum registro no histórico, isso porque este recurso é utilizado normalmente para o período de matrícula. O recurso do trancamento pode ser usado depois de decorrido 50% do semestre. Agora, com o ensino remoto, pode-se usar apenas a retirada ao longo de todo o semestre, o que significa uma flexibilização mais vantajosa para o estudante."
